id,fname,category,country
2952,Vegetable Dish,Undhiyu,India
2953,Flatbread,Laccha paratha,India
2954,Flatbread,Phulka,India
2955,Snack,Khaman,India
2956,Dip,Cranberry Chutney,India
2957,Side Dish,Boondi raita,India
2958,Appetizer,Bhara kabab,India
2959,Snack,Shankarpali,India
2960,Frozen Dessert,Matka kulfi,India
2961,Stew,Dopiaza,India
2962,Stew,Pathia,India
2963,Dessert,Rajbhog,India
2964,Dessert,Agra petha,India
2965,Rice Dish,Undrallu,India
2966,Deep-fried Dessert,Pantua,India
2967,Stew,Dalcha,India
2968,Stew,Pindi chole,India
2969,Stew,Nadan meen curry,India
2970,Rice Dish,Pulagam,India
2971,Vegetable Dish,Aloo baingan,India
2972,Rice Dish,Pakhala,India
2973,Snack,Ganthiya,India
2974,Side Dish,Baingan bharta,India
2975,Street Food,Paneer Kathi Roll,India
2976,Snack,Dahi puri,India
2977,Stew,Xacuti,India
2978,Street Food,Ragda pattice,India
2979,Flatbread,Amritsari kulcha,India
2980,Dumplings,Kozhukkatta,India
2981,Pancake,Malpua,India
2982,Pancake,Neer dosa,India
2983,Salad,Kosambari,India
2984,Flatbread,Paneer naan,India
2985,Dessert,Ghevar,India
2986,Dessert,Mohanthal,India
2987,Flatbread,Missi roti,India
2988,Egg Dish,Egg bhurji,India
2989,Plant-based/Vegan Dish,Palak dal,India
2990,Chicken Dish,Tangdi kabab,India
2991,Stew,Lotus Root Curry (Nadru yakhni),India
2992,Chicken Dish,Murgh musallam,India
2993,Chicken Dish,Cafreal,India
2994,Rice Dish,Muradabadi biryani,India
2995,Stew,Bhindi do pyaza,India
2996,Vegetable Dish,Santula,India
2997,Stew,Mutton Rara,India
2998,Vegetable Dish,Gajar matar,India
2999,Stew,Panchmel dal,India
3000,Shrimp/Prawn Dish,Chingri Malai Curry,India
3001,Dessert,Doodhpak,India
3002,Snack,Sabudana khichadi,India
3003,Flatbread,Thalipeeth,India
3004,Flatbread,Makki di roti,India
3005,Vegetable Dish,Sarson da saag,India
3006,Side Dish,Ginger Chutney,India
3007,Flatbread,Onion Kulcha,India
3008,Flatbread,Pudina paratha,India
3009,Appetizer,Achari paneer tikka,India
3010,Side Dish,Peanut Chutney,India
3011,Sweet Pastry,Karanji,India
3012,Flatbread,Rotla,India
3013,Cake,Bebinca,India
3014,Street Food,Katori chaat,India
3015,Dip,Amba,India
3016,Dip,Red Chutney,India
3017,Flatbread,Aloo naan,India
3018,Flatbread,Kashmiri naan,India
3019,Porridge,Hyderabadi haleem,India
3020,Snack,Handvo,India
3021,Street Food,Chicken Kathi Roll,India
3022,Snack,Onion Samosa,India
3023,Wrap,Mutton seekh roll,India
3024,Deep-fried Dessert,Chavde,India
3025,Dessert,Nimish,India
3026,Flatbread,Dal puri,India
3027,Rice Dish,Paruppu sadam,India
3028,Saltwater Fish Dish,Tandoori pomfret,India
3029,Stew,Bengali Chicken Curry,India
3030,Stew,Rista,India
3031,Stew,Goshtaba,India
3032,Lamb/Mutton Dish,Kakori kebab,India
3033,Vegetable Dish,Aam dal,India
3034,Stew,Malvani Chicken,India
3035,Rice Dish,Coconut Rice (Thengai sadam),India
3036,Stew,Gatta curry,India
3037,Potato Dish,Jeera aloo,India
3038,Vegetarian Dish,Dahi ke kabab,India
3039,Breakfast,Ishtu,India
3040,Dip,Bell Pepper Chutney,India
3041,Dip,Beetroot Chutney,India
3042,Flatbread,Chur chur naan,India
3043,Dip,Gooseberry Chutney,India
3044,Dip,Puli inji,India
3045,Flatbread,Mooli paratha,India
3046,Vegetarian Dish,Tandoori Broccoli,India
3047,Stew,Erissery,India
3048,Chicken Dish,Kalmi kebab,India
3049,Stew,Palak kofta curry,India
3050,Vegetable Dish,Vegetable kadai,India
3051,Stew,Amrood ki sabzi,India
3052,Stew,Railway Mutton,India
3053,Deep-fried Dessert,Thekua,India
3054,Cookie,Achappam,India
3055,Stew,Dhaba curry,India
3056,Stew,Pineapple gojju,India
3057,Saltwater Fish Dish,Bombil Fry,India
3058,Saltwater Fish Dish,Karimeen pollichathu,India
3059,Stew,Kozhi Curry,India
3060,Lamb/Mutton Dish,Gola kebab,India
3061,Ground Meat Dish,Shikampuri kebab,India
3062,Stew,Pulinkari,India
3063,Egg Dish,Indian Masala Omelet,India
3064,Stew,Sali boti,India
3065,Chicken Dish,Murgh Angara,India
3066,Stew,Bendekaayi gojju,India
3067,Dessert,Sutarfeni,India
3068,Deep-fried Dessert,Chiroti,India
3069,Cheese Dish,Handi paneer,India
3070,Dessert,Sukhdi,India
3071,Egg Dish,Khageena,India
3072,Vegetable Soup,Pachi palusu,India
3073,Flatbread,Gobi paratha,India
3074,Dip,Eggplant Chutney,India
3075,Vegetable Soup,Pappu charu,India
3076,Chicken Soup,Murgh shorba,India
3077,Side Dish,Arbi masala,India
3078,Egg Dish,Ros Omelet,India
3079,Stew,Mango kadhi,India
3080,Stew,Tomato gojju,India
3081,Stew,Green Banana Curry (Aratikaya kura),India
3082,Shrimp/Prawn Dish,Prawn Koliwada,India
3083,Fish Dish,Anchovy 65,India
3084,Rice Dish,Karuveppilai sadam,India
3085,Seafood,Jhinga nisha,India
3086,Vegetable Dish,Phaldari kofta,India
3087,Stew,Dal dum pukht,India
3088,Breakfast,Akki rotti,India
3089,Dip,Orange Chutney,India
3090,Dip,Carrot Chutney,India
3091,Snack,Aloo chop,India
3092,Plant-based/Vegan Dish,Matar Mushroom,India
3093,Plant-based/Vegan Dish,Gobi matar,India
3094,Dip,Papaya Chutney,India
3095,Cheese Dish,Paneer Amritsari,India
3096,Appetizer,Pudina paneer tikka,India
3097,Flatbread,Roghni naan,India
3098,Dip,Cucumber Chutney,India
3099,Flatbread,Mughlai paratha,India
3100,Flatbread,Bullet Naan,India
3101,Dip,Red Sorrel Leaves Chutney,India
3102,Plant-based/Vegan Dish,Bharli vangi,India
3103,Flatbread,Anda paratha,India
3104,Flatbread,Warqi paratha,India
3105,Snack,Chorafali,India
3106,Snack,Namak para,India
3107,Flatbread,Ajwain paratha,India
3108,Appetizer,Nethili varuval,India
3109,Pancake,Kallappam,India
3110,Side Dish,Cheera thoran,India
3111,Dip,Avocado Chutney,India
3112,Snack,Rava bonda,India
3113,Dessert,Jhajariya,India
3114,Deep-fried Dessert,Chandrakanthalu,India
3115,Snack,Hari mirch ke pakodey,India
3116,Flatbread,Nawabi naan,India
3117,Stew,Erachi mappas,India
3118,Vegetable Dish,Fenugreek Seeds with Raisins (Methi kishmish),India
3119,Stew,Urulakizhangu mappas,India
3120,Pork Dish,Sunga Pork,India
3121,Stew,Baingan mirchi ka salan,India
3122,Snack,Amiri khaman,India
3123,Side Dish,Mushroom do pyaza,India
3124,Appetizer,Mushroom kurkure,India
3125,Snack,Ulundu kozhukattai,India
3126,Dip,Almond Chutney,India
3127,Potato Dish,Urulai kizhangu podimas,India
3128,Snack,Arisa pitha,India
3129,Snack,Til pitha,India
3130,Snack,Palakayalu,India
3131,Appetizer,Aatish e aloo,India
3132,Stew,Thalachor kari,India
3133,Stew,Attinkaral kari,India
3134,Appetizer,Guncha wa keema,India
3135,Rice Dish,Biryani,Iran
3136,Rice Dish,Pilaf,Iran
3137,Egg Dish,Kuku,Iran
3138,Dessert,Gaz,Iran
3139,Stew,Abgoosht,Iran
3140,Deep-fried Dessert,Zulbia,Iran
3141,Stew,Khoresh gheimeh,Iran
3142,Dessert,Pashmak,Iran
3143,Meat Dish,Chelow kebab,Iran
3144,Stew,Khoresh,Iran
3145,Ground Meat Dish,Kabab koobideh,Iran
3146,Rice Dish,Zereshk polow,Iran
3147,Chicken Dish,Jujeh kabab,Iran
3148,Ice Cream,Bastani sonnati,Iran
3149,Meat Dish,Kabab barg,Iran
3150,Rice Dish,Tahchin,Iran
3151,Dessert,Masghati,Iran
3152,Vegetable Dish,Sabzi khordan,Iran
3153,Vegetable Dish,Kashke bademjan,Iran
3154,Rice Dish,Tahdig,Iran
3155,Meatballs,Kufteh tabrizi,Iran
3156,Technique,Kateh,Iran
3157,Pudding,Sholeh zard,Iran
3158,Flatbread,Nan-e shirmal,Iran
3159,Flatbread,Nan-e sangak,Iran
3160,Egg Dish,Kuku sabzi,Iran
3161,Rice Dish,Morasa polo,Iran
3162,Dessert,Noghl,Iran
3163,Sweet Pastry,Qottab,Iran
3164,Meat Dish,Gheymeh nesar,Iran
3165,Stew,Ghormeh sabzi,Iran
3166,Flatbread,Nan-e taftoon,Iran
3167,Chicken Dish,Morgh e shekam por,Iran
3168,Flatbread,Nan-e barbari,Iran
3169,Dessert,Ranginak,Iran
3170,Appetizer,Zeytoon parvardeh,Iran
3171,Dessert,Halva ardeh,Iran
3172,Dip,Mast o khiar,Iran
3173,Dessert,Khoresht mast,Iran
3174,Meat Dish,Kabab torsh,Iran
3175,Frozen Dessert,Faloodeh,Iran
3176,Rice Dish,Meygoo polo,Iran
3177,Dessert,Nogha,Iran
3178,Vegetable Dish,Naz khatun,Iran
3179,Potato Dish,Kuku sib zamini,Iran
3180,Vegetable Dish,Kuku bademjan,Iran
3181,Cookie,Naan berenji,Iran
3182,Vegetable Soup,Ash-e jo,Iran
3183,Soup,Ash-e doogh,Iran
3184,Stew,Khoresh qÃ„Ârch,Iran
3185,Stew,Korma,Iran
3186,Stew,Khoresh alou esfenaj,Iran
3187,Stew,Khoresh aloo,Iran
3188,Stew,Khoresh bÃ„Âmieh,Iran
3189,Stew,Khoresh karafs,Iran
3190,Stew,Khoresh lubia sabz,Iran
3191,Cookie,Koloocheh,Iran
3192,Dessert,Cake Yazdi,Iran
3193,Stew,Khoresh havij,Iran
3194,Ice Cream,Havij bastani,Iran
3195,Stew,Khoresh kadu,Iran
3196,Stew,Khoresh kangar,Iran
3197,Stew,Khoresh rivas,Iran
3198,Vegetable Dish,Mirza Ghassemi,Iran
3199,Stew,Khoresh bÃ„ÂdemjÃ„Ân,Iran
3200,Soup,Ash reshteh,Iran
3201,Dessert,Tar halva,Iran
3202,Dessert,Sohan asali,Iran
3203,Dessert,Halva ye havij,Iran
3204,Meat Dish,Kabab Hosseini,Iran
3205,Lamb/Mutton Dish,Dande kabab,Iran
3206,Meat Dish,Kabab bakhtiari,Iran
3207,Lamb/Mutton Dish,Kabab chenjeh,Iran
3208,Ground Meat Dish,Kabab digi,Iran
3209,Stew,Estanboli polo,Iran
3210,Lamb/Mutton Dish,Kabab loghmeh,Iran
3211,Stew,FesenjÃ„Ân,Iran
3212,Stew,Vavishka,Iran
3213,Stew,Anar bij,Iran
3214,Stew,Baghali ghatogh,Iran
3215,Salad,Shirazi Salad,Iran
3216,Offal Dish,Kabab-e donbalan,Iran
3217,Egg Dish,Kuku gerdu,Iran
3218,Cookie,Qurabiya,Iran
3219,Vegetable Dish,Dal adas,Iran
3220,Ground Meat Dish,Nan-e-kabab,Iran
3221,Sauce,Mahyawa,Iran
3222,Dessert,Shir birinj,Iran
3223,Dip,Hummus,Iraq
3224,Casserole,Tepsi baytinijan,Iraq
3225,Freshwater Fish Dish,Masgouf,Iraq
3226,Stew,Tashreeb,Iraq
3227,Lamb/Mutton Dish,Quzi,Iraq
3228,Dessert,Daheen,Iraq
3229,Bread,Samoon,Iraq
3230,Rice Dish,Maqluba,Iraq
3231,Cookie,Kleicha,Iraq
3232,Cheese,Dubliner,Ireland
3233,Cheese,Milleens,Ireland
3234,Cheese,Cashel Blue,Ireland
3235,Cheese,Ardrahan,Ireland
3236,Cheese,Blarney Castle,Ireland
3237,Cheese,Coolea,Ireland
3238,Salmon,Clare Island Salmon,Ireland
3239,Cheese,Gubbeen,Ireland
3240,Cheese,Durrus,Ireland
3241,Cheese,St. Killian,Ireland
3242,Lamb,Connemara Hill lamb,Ireland
3243,Cheese,Walnut Cheddar,Ireland
3244,Cheese,Coolattin Cheddar,Ireland
3245,Cheese,St Gall,Ireland
3246,Cheese,Carlow,Ireland
3247,Cheese,Croghan,Ireland
3248,Cheese,Cooleeney,Ireland
3249,Cheese,Dunbarra,Ireland
3250,Cheese,Wicklow Blue,Ireland
3251,Cheese,Bellingham Blue,Ireland
3252,Cheese,Mossfield,Ireland
3253,Cheese,Baylough,Ireland
3254,Cheese,Drumlin,Ireland
3255,Cheese,Lavistown,Ireland
3256,Cheese,Imokilly Regato,Ireland
3257,Cheese,Cahill's Whiskey Cheese,Ireland
3258,Salt,Oriel Sea Salt,Ireland
3259,Cheese,Crozier Blue,Ireland
3260,Cheese,Cratloe Hills,Ireland
3261,Cheese,Glebe Brethan,Ireland
3262,Cheese,Clonmore,Ireland
3263,Cheese,Knockdrinna Meadow,Ireland
3264,Cheese,Mine-Gabhar,Ireland
3265,Lobster,Dublin Bay Prawns,Ireland
3266,Cheese,St Tola Log,Ireland
3267,Cheese,St Tola Divine,Ireland
3268,Cheese,Bluebell Falls Cygnus,Ireland
3269,Blackcurrant,Wexford Blackcurrant,Ireland
3270,Street Food,Falafel,Israel
3271,Bread,Challah,Israel
3272,Flatbread,Matzo,Israel
3273,Stew,Cholent,Israel
3274,Casserole,Kugel,Israel
3275,Sweet Pastry,Rugelach,Israel
3276,Salad,Israeli Salad,Israel
3277,Dip,Hummus,Israel
3278,Sandwich,Sabich,Israel
3279,Dip,Tahini,Israel
3280,Street Food,Shawarma,Israel
3281,Breakfast,Israeli Breakfast,Israel
3282,Cookie,Mandelbrot,Israel
3283,Cookie,Tahini Cookie,Israel
3284,Sweet Pastry,Sufganiyah,Israel
3285,Flatbread,Taboon,Israel
3286,Egg Dish,Shakshouka,Israel
3287,Dumplings,Kreplach,Israel
3288,Flatbread,Malawach,Israel
3289,Sweet Pastry,KunÃ„Âfah,Israel
3290,Dip,Labneh,Israel
3291,Dip,Charoset,Israel
3292,Pastry,Bourekas,Israel
3293,Sandwich,Jerusalem Mixed Grill,Israel
3294,Cookie,Kichel,Israel
3295,Egg Dish,Matzah brei,Israel
3296,Cookie,Hamantash,Israel
3297,Sandwich,Bagel Toast,Israel
3298,Casserole,Yerushalmi Kugel,Israel
3299,Pastry,Jachnun,Israel
3300,Egg Dish,Haminados,Israel
3301,Snack,Ziva,Israel
3302,Assorted Small Dishes or Ritual,Salatim,Israel
3303,Appetizer,sigariyot,Israel
3304,Side Dish,Orez shu'it,Israel
3305,Offal Dish,Skewered Goose Liver,Israel
3306,Meat Dish,Jamaican Jerk,Jamaica
3307,Savory Pastry,Jamaican Patty,Jamaica
3308,Fish Soup,Fish Tea,Jamaica
3309,Saltwater Fish Dish,Jamaican Steamed Fish,Jamaica
3310,Stew,Brown Stew Chicken,Jamaica
3311,Street Food,Stamp and Go,Jamaica
3312,Dessert,Sweet Potato Pudding,Jamaica
3313,Cake,Hummingbird Cake,Jamaica
3314,Flatbread,Bammy,Jamaica
3315,Breakfast,Ackee and Saltfish,Jamaica
3316,Dumplings,Festival,Jamaica
3317,Tart,Gizzada,Jamaica
3318,Stew,Run Down,Jamaica
3319,Saltwater Fish Dish,Escovitch Fish,Jamaica
3320,Stew,Brown Stew Fish,Jamaica
3321,Stew,Oxtail with Broad Beans,Jamaica
3322,Sweet Bread,Coco Bread,Jamaica
3323,Side Dish,Steamed Cabbage,Jamaica
3324,Dessert,Tamarind Balls,Jamaica
3325,Dessert,Coconut Drop,Jamaica
3326,Cake,Bulla Cake,Jamaica
3327,Dessert,Peanut Drops,Jamaica
3328,Saltwater Fish Dish,Jamaican Mackerel Rundown,Jamaica
3329,Stew,Ital Stew,Jamaica
3330,Stew,Red Peas Soup,Jamaica
3331,Lobster Dish,Curried Lobster,Jamaica
3332,Shrimp/Prawn Dish,Peppered Shrimps,Jamaica
3333,Dessert,Grater Cake,Jamaica
3334,Soup,Mannish Water,Jamaica
3335,Cake,Toto,Jamaica
3336,Pudding,Duckanoo,Jamaica
3337,Chicken Soup,Chicken Foot Soup,Jamaica
3338,Dumplings,Spinners,Jamaica
3339,Sweet Bread,Hard Dough Bread,Jamaica
3340,Soup,Gungo Peas Soup,Jamaica
3341,Seafood Soup,Janga Soup,Jamaica
3342,Pizza,Ackee and Saltfish Pizza,Jamaica
3343,Appetizer,Solomon Gundy,Jamaica
3344,Soup,Pepperpot Soup,Jamaica
3345,Dessert,Cocktion,Jamaica
3346,Fish Dish,Saltfish with Cabbage,Jamaica
3347,Dessert,Bustamante Backbone,Jamaica
3348,Side Dish,Jamaican Roasted Breadfruit,Jamaica
3349,Sweet Bread,Jamaican Spiced Bun,Jamaica
3350,Salad,Callaloo Salad,Jamaica
3351,Sweet Pie,Otaheite Apple Galette,Jamaica
3352,Rice Dish,Sushi,Japan
3353,Noodle Dish,Ramen,Japan
3354,Dessert,Mochi,Japan
3355,Barbecue,Yakiniku,Japan
3356,Seafood,Sashimi,Japan
3357,Chicken Dish,Yakitori,Japan
3358,Dessert,Wagashi,Japan
3359,Rice Dish,Onigiri,Japan
3360,Dumplings,Gyoza,Japan
3361,Meat Dish,Shabu-shabu,Japan
3362,Pork Dish,Tonkatsu,Japan
3363,Soup,Dashi,Japan
3364,Soup,Miso Soup,Japan
3365,Rice Dish,Nigiri,Japan
3366,Noodle Dish,Yakisoba,Japan
3367,Stew,KarÃ„Â“,Japan
3368,Barbecue,Kushiyaki,Japan
3369,Dessert,Daifuku,Japan
3370,Barbecue,Teppanyaki,Japan
3371,Technique,Teriyaki,Japan
3372,Beef Dish,Sukiyaki,Japan
3373,Noodle Dish,Tonkotsu ramen,Japan
3374,Rice Dish,Makizushi,Japan
3375,Technique,Nabemono,Japan
3376,Technique,Nimono,Japan
3377,Assorted Small Dishes or Ritual,Kaiseki,Japan
3378,Egg Dish,Omurice,Japan
3379,Technique,Karaage,Japan
3380,Dessert,ManjÃ…Â«,Japan
3381,Technique,Tempura,Japan
3382,Beef Dish,GyÃ…Â«don,Japan
3383,Pork Dish,Chashu,Japan
3384,Chicken Dish,Negima yakitori,Japan
3385,Porridge,Kayu,Japan
3386,Cake,Kasutera,Japan
3387,Stew,KarÃ„Â“ raisu,Japan
3388,Snack,Korokke,Japan
3389,Technique,Agemono,Japan
3390,Dessert,Dango,Japan
3391,Noodle Dish,Shoyu ramen,Japan
3392,Rice Dish,Oyakodon,Japan
3393,Rice Dish,Tendon,Japan
3394,Noodle Dish,Tsukemen,Japan
3395,Side Dish,Tsukemono,Japan
3396,Noodle Dish,Miso ramen,Japan
3397,Saltwater Fish Dish,Himono,Japan
3398,Noodle Dish,Shio ramen,Japan
3399,Noodle Dish,Hakata ramen,Japan
3400,Noodle Dish,Soba (dish),Japan
3401,Dessert,Monaka,Japan
3402,Noodle Dish,Udon (dish),Japan
3403,Pickling,NattÃ…Â,Japan
3404,Dessert,Okoshi,Japan
3405,Shrimp/Prawn Dish,Ebi furai,Japan
3406,Stew,KarÃ„Â“ udon,Japan
3407,Rice Dish,Kaisendon,Japan
3408,Egg Dish,Tamagoyaki,Japan
3409,Technique,Tataki,Japan
3410,Dumplings,Nikuman,Japan
3411,Rice Dish,Katsudon,Japan
3412,Rice Dish,Temaki,Japan
3413,Pancake,Okonomiyaki,Japan
3414,Appetizer,Chawanmushi,Japan
3415,Snack,Senbei,Japan
3416,Noodle Soup,Champon,Japan
3417,Dessert,Taiyaki,Japan
3418,Fried Chicken Dish,Tori katsu,Japan
3419,Rice Dish,Kamameshi,Japan
3420,Lamb/Mutton Dish,Jingisukan,Japan
3421,Rice Dish,Futomaki,Japan
3422,Pancake,Monjayaki,Japan
3423,Chicken Dish,Tsukune yakitori,Japan
3424,Barbecue,Yakimono,Japan
3425,Offal Dish,Nankotsu yakitori,Japan
3426,Pickling,Takuan,Japan
3427,Noodle Dish,Yaki-udon,Japan
3428,Sweet Soup,Zenzai,Japan
3429,Rice Dish,Inarizushi,Japan
3430,Dessert,Dorayaki,Japan
3431,Snack,Takoyaki,Japan
3432,Noodle Dish,Okinawa soba,Japan
3433,Cheese Dessert,Japanese Cheesecake,Japan
3434,Dessert,Yatsuhashi,Japan
3435,Rice Dish,Chirashizushi,Japan
3436,Dessert,KonpeitÃ…Â,Japan
3437,Noodle Dish,Hiyashi chÃ…Â«ka,Japan
3438,Chicken Dish,Tebasaki yakitori,Japan
3439,Fish Dish,Hitsumabushi,Japan
3440,Street Food,Kushiage,Japan
3441,Stew,Chankonabe,Japan
3442,Dessert,Anmitsu,Japan
3443,Sweet Pastry,Anpan,Japan
3444,Rice Dish,Kiritanpo,Japan
3445,Noodle Dish,Tempura udon,Japan
3446,Soup,SÃ…Â«pu karÃ„Â“,Japan
3447,Offal Dish,Gyutan,Japan
3448,Dessert,YÃ…Âkan,Japan
3449,Salad,Sunomono,Japan
3450,Noodle Dish,HÃ…ÂtÃ…Â,Japan
3451,Dessert,Rakugan,Japan
3452,Dessert,Namagashi,Japan
3453,Noodle Dish,Wanko soba,Japan
3454,Pork Dish,Shogayaki,Japan
3455,Rice Dish,Tekkamaki,Japan
3456,Noodle Dish,Kitsune udon,Japan
3457,Noodle Dish,Kitakata ramen,Japan
3458,Rice Dish,Tamago kake gohan,Japan
3459,Oyster Dish,Kaki Fry,Japan
3460,Noodle Dish,Cup Noodles,Japan
3461,Rice Dish,Hosomaki,Japan
3462,Technique,Nizakana,Japan
3463,Soup,Chazuke,Japan
3464,Noodle Dish,Abura soba,Japan
3465,Noodle Dish,Yokohama-Style Ramen,Japan
3466,Dessert,AmanattÃ…Â,Japan
3467,Dessert,Sakuramochi,Japan
3468,Dessert,Mame daifuku,Japan
3469,Rice Dish,Saba zushi,Japan
3470,Dessert,Mitarashi dango,Japan
3471,Dessert,Warabimochi,Japan
3472,Dessert,Ichigo daifuku,Japan
3473,Vegetable Dish,Kakiage,Japan
3474,Horse Dish,Basashi,Japan
3475,Dessert,Higashi,Japan
3476,Egg Dish,Onsen tamago,Japan
3477,Meat Dish,Katsu karÃ„Â“,Japan
3478,Fish Dish,Unadon,Japan
3479,Rice Dish,Ikura Sushi,Japan
3480,Rice Dish,Kappamaki,Japan
3481,Rice Dish,Gunkanmaki,Japan
3482,Side Dish,Agedashi tofu,Japan
3483,Squid Dish,Ikayaki,Japan
3484,Snack,KarÃ„Â“ pan,Japan
3485,Chicken Dish,Bonjiri yakitori,Japan
3486,Noodle Dish,Asahikawa ramen,Japan
3487,Sweet Bread,Melonpan,Japan
3488,Dessert,Kuzumochi,Japan
3489,Rice Dish,Sake nigiri sushi,Japan
3490,Noodle Dish,Kumamoto ramen,Japan
3491,Pork Dish,Butadon,Japan
3492,Noodle Dish,Kamonanban,Japan
3493,Rice Dish,Maguro nigiri sushi,Japan
3494,Sweet Pastry,Geppei,Japan
3495,Stew,Hayashi Rice,Japan
3496,Noodle Dish,Nabeyaki udon,Japan
3497,Rice Dish,Oshizushi,Japan
3498,Dessert,Kinako mochi,Japan
3499,Dessert,Goma dango,Japan
3500,Salad,Goma wakame,Japan
3501,Beef Dish,Gyukatsu,Japan
3502,Dessert,Kibi dango,Japan
3503,Noodle Dish,Onomichi ramen,Japan
3504,Soup,Oden,Japan
3505,Dumplings,Hamamatsu gyoza,Japan
3506,Noodle Dish,Kamaage udon,Japan
3507,Noodle Dish,Ise udon,Japan
3508,Meat Dish,Chanpuru,Japan
3509,Rice Dish,Chahan,Japan
3510,Stew,Motsunabe,Japan
3511,Noodle Dish,Takayama ramen,Japan
3512,Noodle Dish,Tororo soba,Japan
3513,Stew,Yokosuka Navy Curry,Japan
3514,Noodle Dish,Zaru soba,Japan
3515,Noodle Dish,Wakayama ramen,Japan
3516,Street Food,Yaki imo,Japan
3517,Technique,Kinpira,Japan
3518,Rice Dish,Tenshindon,Japan
3519,Rice Dish,ChÃ…Â«kadon,Japan
3520,Noodle Dish,Sara udon,Japan
3521,Rice Dish,Dorai karÃ„Â“,Japan
3522,Dessert,Kagami mochi,Japan
3523,Pickling,Gari,Japan
3524,Dessert,UirÃ…Â,Japan
3525,Stew,Imoni,Japan
3526,Noodle Dish,Bukkake udon,Japan
3527,Noodle Dish,Kake udon,Japan
3528,Noodle Dish,Kishimen,Japan
3529,Rice Dish,Sekihan,Japan
3530,Saltwater Fish Dish,Nanbanzuke,Japan
3531,Saltwater Fish Dish,Buri daikon,Japan
3532,Stew,Natto Curry,Japan
3533,Pork Dish,Kakuni,Japan
3534,Rice Dish,Tekkadon,Japan
3535,Ground Meat Dish,Takoraisu,Japan
3536,Noodle Dish,Ita soba,Japan
3537,Saltwater Fish Dish,Ankimo,Japan
3538,Pork Dish,Goya chanpuru,Japan
3539,Noodle Dish,Kitsune soba,Japan
3540,Rice Dish,Unagi nigiri sushi,Japan
3541,Soup,ZÃ…Âsui,Japan
3542,Fish Soup,Fugu chiri,Japan
3543,Dessert,Mitsumame,Japan
3544,Dessert,Kusa mochi,Japan
3545,Noodle Dish,Kagoshima ramen,Japan
3546,Noodle Dish,Miso nikomi udon,Japan
3547,Noodle Dish,Tokushima ramen,Japan
3548,Burger,Rice Burger,Japan
3549,Dessert,Kashiwa-mochi,Japan
3550,Snack,Chikuwa,Japan
3551,Dessert,Botamochi,Japan
3552,Side Dish,Hiyayakko,Japan
3553,Pickling,Menma,Japan
3554,Appetizer,Atsuage,Japan
3555,Snack,Aburaage,Japan
3556,Side Dish,ShutÃ…Â,Japan
3557,Dessert,Hishi mochi,Japan
3558,Technique,Ohitashi,Japan
3559,Casserole,Yaki karÃ„Â“,Japan
3560,Dessert,GyÃ…Â«hi,Japan
3561,Dessert,Mizu yokan,Japan
3562,Sandwich,Yakisoba pan,Japan
3563,Rice Dish,Ikuradon,Japan
3564,Fish Dish,Yakizakana,Japan
3565,Dessert,Mushi pan,Japan
3566,Dumplings,Age gyoza,Japan
3567,Technique,Tsukudani,Japan
3568,Rice Dish,Battera,Japan
3569,Noodle Dish,Matcha soba,Japan
3570,Rice Dish,Ehomaki,Japan
3571,Rice Dish,Temarizushi,Japan
3572,Noodle Dish,Stamina Udon,Japan
3573,Noodle Dish,Kijoyu udon,Japan
3574,Dessert,Imagawayaki,Japan
3575,Dessert,Akafuku,Japan
3576,Dessert,Zunda mochi,Japan
3577,Noodle Dish,Udon-suki,Japan
3578,Rice Dish,Tai-meshi,Japan
3579,Rice Dish,Negitorodon,Japan
3580,Dessert,Mizu manjÃ…Â«,Japan
3581,Noodle Dish,Tanuki soba,Japan
3582,Rice Dish,Shirasu don,Japan
3583,Dessert,Neri yokan,Japan
3584,Noodle Soup,Tantanmen Ramen,Japan
3585,Dessert,Nerikiri,Japan
3586,Dessert,Ikinari dango,Japan
3587,Dessert,Habutae mochi,Japan
3588,Noodle Dish,Nishin soba,Japan
3589,Dessert,Bocchan dango,Japan
3590,Rice Dish,Tamago nigiri sushi,Japan
3591,Rice Dish,Ebi nigiri sushi,Japan
3592,Assorted Small Dishes or Ritual,Chirinabe,Japan
3593,Noodle Dish,Tempura soba,Japan
3594,Chicken Dish,Torisashi,Japan
3595,Side Dish,Tororo,Japan
3596,Potato Dish,Kuri kinton,Japan
3597,Appetizer,PÃ„Â«man no nikuzume,Japan
3598,Side Dish,Goma-ae,Japan
3599,Pickling,Fukujinzuke,Japan
3600,Snack,Kenpi,Japan
3601,Technique,Robatayaki,Japan
3602,Soup,Butajiru,Japan
3603,Appetizer,Rebasashi,Japan
3604,Side Dish,Chikuzenni,Japan
3605,Egg Dish,Tamagodon,Japan
3606,Technique,Itamemono,Japan
3607,Noodle Soup,Toshikoshi soba,Japan
3608,Soup,ZÃ…Âni,Japan
3609,Sauce,Sanbaizu,Japan
3610,Dressing,Wafu,Japan
3611,Pickling,Matsumaezuke,Japan
3612,Snack,KarintÃ…Â,Japan
3613,Soup,Niboshi dashi,Japan
3614,Dipping Sauce,Goma dare,Japan
3615,Noodle Dish,Tsukimi udon,Japan
3616,Stew,Nikujaga,Japan
3617,Dessert,Hanami dango,Japan
3618,Rice Dish,Tako nigiri sushi,Japan
3619,Noodle Dish,Sansai soba,Japan
